chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
1	29073	-	CHH	0.000	15.00	0	15	17	17	-0.000	0.204
1	29074	+	CG	0.000	17.00	0	17	15	15	0.000	0.184
1	29075	-	CG	0.000	14.00	0	14	17	17	0.000	0.215
1	29076	+	CG	0.000	17.00	0	17	15	15	0.000	0.184
1	29077	-	CG	0.000	15.00	0	15	17	17	-0.000	0.204
1	29078	-	CHG	0.000	15.00	0	15	17	17	-0.000	0.204
1	29079	+	CHH	0.000	17.00	0	17	15	15	0.000	0.184
1	29081	+	CHH	0.000	17.00	0	17	15	15	0.000	0.184
1	29082	+	CHG	0.000	17.00	0	17	15	15	0.000	0.184
1	29084	-	CHG	0.000	15.00	0	15	17	17	-0.000	0.204
1	29085	-	CHH	0.000	15.00	0	15	17	17	-0.000	0.204
1	29086	-	CHH	0.000	15.00	0	15	17	17	-0.000	0.204
1	29088	-	CHH	0.000	15.00	0	15	17	17	-0.000	0.204
1	29089	-	CHH	0.000	15.00	0	15	17	17	-0.000	0.204
1	29092	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	29097	-	CG	0.000	15.00	0	15	0	0	-0.000	0.204
1	29119	+	CG	0.000	10.00	0	10	0	0	-0.000	0.278
1	29123	+	CG	0.000	10.00	0	10	0	0	-0.000	0.278
1	29127	+	CG	0.000	10.00	0	10	0	0	-0.000	0.278
1	29131	-	CHH	0.000	24.00	0	24	10	10	0.000	0.138
1	29132	+	CHH	0.000	10.00	0	10	24	24	-0.000	0.278
1	29133	+	CHH	0.000	10.00	0	10	23	23	-0.000	0.278
1	29134	+	CHG	0.000	10.00	0	10	24	24	-0.000	0.278
1	29136	-	CHG	0.000	24.00	0	24	10	10	0.000	0.138
1	29137	+	CG	0.000	10.00	0	10	24	24	-0.000	0.278
1	29138	-	CG	0.000	16.00	0	16	8	8	0.000	0.194
1	29139	-	CHG	0.000	24.00	0	24	10	10	0.000	0.138
1	29140	+	CG	0.000	10.00	0	10	24	24	-0.000	0.278
1	29141	-	CG	0.000	24.00	0	24	10	10	0.000	0.138
1	29142	-	CHG	0.000	24.00	0	24	10	10	0.000	0.138
1	29143	+	CG	0.000	10.00	0	10	24	24	-0.000	0.278
1	29144	-	CG	0.000	24.00	0	24	10	10	0.000	0.138
1	29147	+	CG	0.000	10.00	0	10	24	24	-0.000	0.278
1	29148	-	CG	0.000	24.00	0	24	0	0	0.000	0.138
1	29151	-	CHG	0.000	24.00	0	24	0	0	0.000	0.138
1	29153	-	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29154	-	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29156	-	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29158	+	CG	0.000	6.00	0	6	24	24	0.000	0.390
1	29159	-	CG	0.000	24.00	0	24	6	6	0.000	0.138
1	29162	+	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	29164	+	CHG	0.000	6.00	0	6	0	0	0.000	0.390
1	29165	+	CG	0.000	21.00	0	21	0	0	0.000	0.155
1	29169	+	CHG	0.000	21.00	0	21	0	0	0.000	0.155
1	29172	+	CG	0.000	21.00	0	21	0	0	0.000	0.155
1	29175	+	CHG	0.000	21.00	0	21	0	0	0.000	0.155
1	29176	+	CG	0.000	21.00	0	21	0	0	0.000	0.155
1	29178	+	CG	0.000	21.00	0	21	0	0	0.000	0.155
1	29183	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	29185	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	29186	+	CHG	0.000	21.00	0	21	0	0	0.000	0.155
1	29189	+	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	29195	-	CG	0.000	23.00	0	23	0	0	-0.000	0.143
1	29198	-	CHG	0.000	24.00	0	24	0	0	0.000	0.138
1	29199	-	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29206	-	CG	0.000	24.00	0	24	0	0	0.000	0.138
1	29207	-	CHG	0.000	24.00	0	24	0	0	0.000	0.138
1	29211	-	CHG	0.000	24.00	0	24	0	0	0.000	0.138
1	29212	-	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29216	-	CG	0.000	24.00	0	24	0	0	0.000	0.138
1	29217	-	CHG	0.000	24.00	0	24	0	0	0.000	0.138
1	29221	+	CG	0.000	25.00	0	25	24	24	0.000	0.133
1	29222	-	CG	0.000	24.00	0	24	25	25	0.000	0.138
1	29225	+	CHH	0.000	25.00	0	25	0	0	0.000	0.133
1	29226	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29228	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29229	+	CHG	0.000	25.00	0	25	30	30	0.000	0.133
1	29230	+	CG	0.000	25.00	0	25	30	30	0.000	0.133
1	29231	-	CG	0.000	30.00	0	30	25	25	-0.000	0.114
1	29232	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29233	+	CHG	0.000	25.00	0	25	29	29	0.000	0.133
1	29234	+	CG	0.040	25.00	1	25	30	30	0.007	0.195
1	29235	-	CG	0.000	29.00	0	29	25	25	0.000	0.117
1	29236	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29237	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29239	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29240	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29241	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29243	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29244	+	CHG	0.000	23.00	0	23	30	30	-0.000	0.143
1	29246	-	CHG	0.000	30.00	0	30	22	22	-0.000	0.114
1	29247	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29248	+	CHH	0.000	24.00	0	24	30	30	0.000	0.138
1	29249	+	CHH	0.000	25.00	0	25	30	30	0.000	0.133
1	29253	+	CG	0.000	24.00	0	24	30	30	0.000	0.138
1	29254	-	CG	0.000	30.00	0	30	24	24	-0.000	0.114
1	29258	+	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29259	+	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29260	+	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29261	+	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29264	+	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29267	+	CG	0.000	24.00	0	24	0	0	0.000	0.138
1	29269	+	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29270	+	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29271	+	CHG	0.000	24.00	0	24	0	0	0.000	0.138
1	29272	+	CG	0.000	24.00	0	24	0	0	0.000	0.138
1	29274	+	CHH	0.000	24.00	0	24	0	0	0.000	0.138
1	29275	+	CHG	0.000	24.00	0	24	0	0	0.000	0.138
1	29279	+	CHH	0.000	24.00	0	24	22	22	0.000	0.138
1	29280	+	CHH	0.000	24.00	0	24	24	24	0.000	0.138
1	29281	+	CHH	0.000	24.00	0	24	24	24	0.000	0.138
1	29286	-	CG	0.000	24.00	0	24	0	0	0.000	0.138
1	29299	-	CG	0.000	24.00	0	24	0	0	0.000	0.138
1	29301	-	CG	0.000	24.00	0	24	0	0	0.000	0.138
1	29302	-	CHG	0.000	24.00	0	24	0	0	0.000	0.138
1	29306	+	CG	0.000	13.00	0	13	24	24	0.000	0.228
1	29307	-	CG	0.000	24.00	0	24	13	13	0.000	0.138
1	29310	+	CG	0.000	13.00	0	13	51	51	0.000	0.228
1	29311	-	CG	0.000	49.00	0	49	13	13	0.000	0.073
1	29312	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29313	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29315	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29316	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29318	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29320	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29321	+	CHG	0.000	13.00	0	13	51	51	0.000	0.228
1	29323	-	CHG	0.000	51.00	0	51	13	13	0.000	0.070
1	29324	+	CG	0.000	13.00	0	13	51	51	0.000	0.228
1	29325	-	CG	0.000	51.00	0	51	13	13	0.000	0.070
1	29327	-	CHH	0.000	51.00	0	51	13	13	0.000	0.070
1	29328	+	CHG	0.000	13.00	0	13	51	51	0.000	0.228
1	29329	+	CG	0.000	13.00	0	13	51	51	0.000	0.228
1	29330	-	CG	0.000	51.00	0	51	13	13	0.000	0.070
1	29331	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29332	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29333	+	CHH	0.000	13.00	0	13	51	51	0.000	0.228
1	29337	+	CG	0.000	18.00	0	18	51	51	0.000	0.176
1	29338	-	CG	0.039	51.00	2	51	18	18	0.011	0.132
1	29342	-	CHH	0.000	22.00	0	22	18	18	0.000	0.149
1	29343	+	CHH	0.000	18.00	0	18	23	23	0.000	0.176
1	29345	+	CHH	0.000	18.00	0	18	23	23	0.000	0.176
1	29346	+	CHG	0.000	18.00	0	18	23	23	0.000	0.176
1	29347	+	CG	0.000	18.00	0	18	23	23	0.000	0.176
1	29348	-	CG	0.000	23.00	0	23	18	18	-0.000	0.143
1	29349	+	CHG	0.000	18.00	0	18	23	23	0.000	0.176
1	29350	+	CG	0.000	18.00	0	18	23	23	0.000	0.176
1	29351	-	CG	0.000	23.00	0	23	18	18	-0.000	0.143
1	29352	+	CHG	0.000	18.00	0	18	23	23	0.000	0.176
1	29353	+	CG	0.000	18.00	0	18	23	23	0.000	0.176
1	29354	-	CG	0.000	23.00	0	23	18	18	-0.000	0.143
1	29355	+	CHH	0.000	18.00	0	18	23	23	0.000	0.176
1	29358	+	CHG	0.000	18.00	0	18	23	23	0.000	0.176
1	29359	+	CG	0.000	18.00	0	18	23	23	0.000	0.176
1	29360	-	CG	0.000	23.00	0	23	18	18	-0.000	0.143
1	29361	+	CHH	0.000	18.00	0	18	23	23	0.000	0.176
1	29363	+	CHG	0.000	18.00	0	18	23	23	0.000	0.176
1	29365	-	CHG	0.000	23.00	0	23	18	18	-0.000	0.143
1	29367	+	CG	0.000	17.00	0	17	23	23	0.000	0.184
1	29368	-	CG	0.000	23.00	0	23	17	17	-0.000	0.143
1	29372	+	CHG	0.000	17.00	0	17	0	0	0.000	0.184
1	29373	+	CG	0.000	17.00	0	17	0	0	0.000	0.184
1	29375	+	CHG	0.000	17.00	0	17	0	0	0.000	0.184
1	29381	+	CHH	0.000	17.00	0	17	0	0	0.000	0.184
1	29382	+	CHH	0.000	17.00	0	17	0	0	0.000	0.184
1	29386	+	CHH	0.000	17.00	0	17	0	0	0.000	0.184
1	29387	+	CHH	0.000	17.00	0	17	0	0	0.000	0.184
1	29388	+	CHG	0.000	17.00	0	17	0	0	0.000	0.184
1	29389	+	CG	0.000	17.00	0	17	0	0	0.000	0.184
1	29391	+	CHG	0.000	17.00	0	17	0	0	0.000	0.184
1	29392	+	CG	0.000	17.00	0	17	0	0	0.000	0.184
1	29394	+	CHH	0.000	17.00	0	17	0	0	0.000	0.184
1	29395	+	CHH	0.000	17.00	0	17	0	0	0.000	0.184
1	29457	-	CG	0.000	37.00	0	37	0	0	0.000	0.094
1	29459	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	29461	-	CG	0.000	37.00	0	37	0	0	0.000	0.094
1	29463	-	CG	0.000	37.00	0	37	0	0	0.000	0.094
1	29464	-	CHG	0.000	37.00	0	37	0	0	0.000	0.094
1	29470	-	CHG	0.000	37.00	0	37	0	0	0.000	0.094
1	29471	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	29477	-	CG	0.000	37.00	0	37	0	0	0.000	0.094
1	29480	-	CG	0.000	37.00	0	37	0	0	0.000	0.094
1	29484	+	CG	0.000	9.00	0	9	37	37	0.000	0.299
1	29485	-	CG	0.000	37.00	0	37	9	9	0.000	0.094
1	29489	+	CG	0.000	9.00	0	9	0	0	0.000	0.299
1	29491	+	CHG	0.000	9.00	0	9	0	0	0.000	0.299
1	29495	+	CHH	0.000	9.00	0	9	0	0	0.000	0.299
1	29496	+	CHG	0.000	9.00	0	9	0	0	0.000	0.299
1	29500	+	CG	0.000	9.00	0	9	0	0	0.000	0.299
1	29504	+	CHG	0.000	9.00	0	9	0	0	0.000	0.299
1	29505	+	CG	0.000	9.00	0	9	0	0	0.000	0.299
1	29510	+	CG	0.000	9.00	0	9	0	0	0.000	0.299
1	29512	+	CG	0.000	9.00	0	9	0	0	0.000	0.299
1	29685	-	CHH	0.000	38.00	0	38	0	0	0.000	0.092
1	29688	-	CHG	0.000	38.00	0	38	0	0	0.000	0.092
1	29692	-	CG	0.000	38.00	0	38	0	0	0.000	0.092
1	29701	-	CG	0.000	39.00	0	39	0	0	0.000	0.090
1	29702	-	CHG	0.000	39.00	0	39	0	0	0.000	0.090
1	29710	-	CG	0.000	39.00	0	39	0	0	0.000	0.090
1	29711	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	29712	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	29715	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	29721	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
1	29725	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
1	49404	+	CG	1.000	2.00	2	2	0	0	0.342	1.000
1	49408	+	CG	1.000	2.00	2	2	0	0	0.342	1.000
1	49410	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	49413	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	49414	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
1	49427	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	49431	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
1	51588	+	CG	1.000	32.00	32	32	0	0	0.893	1.000
1	51592	+	CG	0.938	32.00	30	32	0	0	0.799	0.983
